Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-0.7985424399556725,0.7985424399556725,-0.8196172979724723,0.8196172979724723,2,0,1,0,1
best,-1.099855351975256,1.099855351975256,-1.1173489645693562,1.1173489645693562,2,0,2,0,0
