Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.16809953522710186,-0.16809953522710186,0.01550386937185494,-0.01550386937185494,4,0,0,2,0
best,0.000905589088136316,-0.000905589088136316,2.4651106739215223e-07,-2.4651106739215223e-07,4,1,1,0,1
