Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.72689862464026,74.72689862464026,-74.7964943709243,74.7964943709243,6,1,1,1,0
best,-75.0745333608611,75.0745333608611,-75.10384477059085,75.10384477059085,4,0,2,0,1
