Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.94593341433888,74.94593341433888,-74.94680544378436,74.94680544378436,5,0,1,1,1
best,-75.08829217030508,75.08829217030508,-75.11306248674602,75.11306248674602,4,0,3,0,0
