Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.94800865362133,74.94800865362133,-74.94802240327112,74.94802240327112,4,2,0,0,1
best,-75.0795910527853,75.0795910527853,-75.07986547686652,75.07986547686652,4,0,1,0,1
