Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-6.3768095106957645,6.3768095106957645,-6.384026399840235,6.384026399840235,9,0,0,1,0
best,-7.174317562722746,7.174317562722746,-7.201201821283997,7.201201821283997,8,0,2,0,0
