Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-6.384026489467955,6.384026489467955,-6.384026489467956,6.384026489467956,9,0,0,1,0
best,-7.127538971710584,7.127538971710584,-7.129244599618447,7.129244599618447,8,0,1,1,0
