Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.74795208539632,74.74795208539632,-74.74965928232365,74.74965928232365,7,0,1,1,1
best,-74.91074916372476,74.91074916372476,-74.97323763227173,74.97323763227173,7,0,2,0,1
