Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0770733230373573,1.0770733230373573,-1.1173490033425395,1.1173490033425395,2,0,2,3,0
best,-1.1156564131675355,1.1156564131675355,-1.117348263348048,1.117348263348048,2,0,3,1,1
