Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0408351513002456,1.0408351513002456,-1.1173490248428584,1.1173490248428584,2,0,3,3,0
best,-1.0779289176239146,1.0779289176239146,-1.1173401614124259,1.1173401614124259,2,0,3,6,0
