Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.942153087767026,7.942153087767026,-7.952650038307549,7.952650038307549,1,0,1,0,1
best,-7.951641917999967,7.951641917999967,-7.952650033181172,7.952650033181172,1,0,1,0,1
