Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.952650045445748,7.952650045445748,-7.952650045445748,7.952650045445748,0,0,0,0,0
best,-7.952650045445751,7.952650045445751,-7.952650045445745,7.952650045445745,0,0,0,3,0
