Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.9507757852243595,7.9507757852243595,-7.952650043457327,7.952650043457327,1,0,1,1,1
best,-7.952650045445749,7.952650045445749,-7.952650045445747,7.952650045445747,0,0,0,1,2
