Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0909569484853237,1.0909569484853237,-1.117349016543142,1.117349016543142,2,0,4,4,0
best,-1.1063966660423918,1.1063966660423918,-1.117349025305713,1.117349025305713,2,1,4,2,0
