Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0272450035210698,1.0272450035210698,-1.1173488876544937,1.1173488876544937,3,1,3,4,0
best,-1.0637961820173383,1.0637961820173383,-1.1173385183343691,1.1173385183343691,3,1,3,2,0
