Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-0.9662633835123191,0.9662633835123191,-1.1173412375697493,1.1173412375697493,1,0,1,3,1
best,-1.0690947190140003,1.0690947190140003,-1.1173465571540273,1.1173465571540273,2,0,2,3,0
