Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.737900799845912,7.737900799845912,-7.952650014873236,7.952650014873236,2,1,1,1,1
best,-7.827320248101961,7.827320248101961,-7.913450114641444,7.913450114641444,3,0,2,0,2
