Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.811805662023113,7.811805662023113,-7.824995027321928,7.824995027321928,3,1,1,1,1
best,-7.938106877934114,7.938106877934114,-7.952650037420919,7.952650037420919,1,0,1,3,1
