Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.839646560986062,7.839646560986062,-7.841478991094357,7.841478991094357,3,0,3,0,0
best,-7.948089465521452,7.948089465521452,-7.952649032462956,7.952649032462956,2,0,5,0,0
