Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.937741114655742,7.937741114655742,-7.952649447762348,7.952649447762348,2,1,2,1,0
best,-7.951594794390355,7.951594794390355,-7.952650023556946,7.952650023556946,1,0,2,1,0
