Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-7.910282469749335,7.910282469749335,-7.913237012416293,7.913237012416293,2,0,1,0,2
best,-7.952650045445737,7.952650045445737,-7.952650045445737,7.952650045445737,0,0,0,0,3
