Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-6.380459214608351,6.380459214608351,-6.384026412203543,6.384026412203543,9,0,0,1,0
best,-7.127976722404506,7.127976722404506,-7.129244262411183,7.129244262411183,8,0,1,0,1
