Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.9346645654712499,-0.9346645654712499,0.9346645654712499,-0.9346645654712499,4,2,0,0,0
best,0.9999794927498651,-0.9999794927498651,0.9999794927498651,-0.9999794927498651,4,3,1,0,0
