Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.66782217547768,74.66782217547768,-74.66782217547768,74.66782217547768,7,0,0,0,1
best,-74.91051505383325,74.91051505383325,-74.91636463461299,74.91636463461299,5,0,1,0,1
