Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.76442512277457,74.76442512277457,-74.76626322958336,74.76626322958336,7,0,1,0,0
best,-74.96915471729822,74.96915471729822,-74.9716584442459,74.9716584442459,5,0,2,0,0
