Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.65133213896704,74.65133213896704,-74.66291765589646,74.66291765589646,7,1,0,0,0
best,-74.878382789552,74.878382789552,-74.91461460769796,74.91461460769796,6,0,2,0,0
