Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.76285376517946,74.76285376517946,-74.76410988551758,74.76410988551758,6,1,0,0,0
best,-74.91981935768752,74.91981935768752,-74.93841993444165,74.93841993444165,5,0,1,0,0
