Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-75.10373153312187,75.10373153312187,-75.1038447702011,75.1038447702011,3,0,1,0,1
best,-75.21081548249634,75.21081548249634,-75.24093251516139,75.24093251516139,2,0,3,1,1
