Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.92768412211588,74.92768412211588,-74.98108843022479,74.98108843022479,6,0,3,0,0
best,-75.04300843572068,75.04300843572068,-75.07920132183939,75.07920132183939,7,0,4,1,0
