Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.94909207392416,74.94909207392416,-75.0274072484431,75.0274072484431,8,2,7,2,0
best,-75.01223280036355,75.01223280036355,-75.24871211066633,75.24871211066633,8,2,10,1,0
