Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.19355671441329525,-0.19355671441329525,0.02283648540685085,-0.02283648540685085,4,0,0,1,1
best,0.4580198301570742,-0.4580198301570742,0.006502908621164649,-0.006502908621164649,4,1,0,1,1
