Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,0.013513513513514097,-0.013513513513514097,0.013513513513514097,-0.013513513513514097,4,4,0,0,0
best,0.010222513970573832,-0.010222513970573832,1.7703433163873683e-10,-1.7703433163873683e-10,3,0,1,0,1
