Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-0.7665400557553901,0.7665400557553901,-0.8196172839460696,0.8196172839460696,1,1,1,1,0
best,-0.7666324487675505,0.7666324487675505,-0.8196172332701176,0.8196172332701176,1,1,1,1,1
