Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.0365455453950334,1.0365455453950334,-1.1173490274830644,1.1173490274830644,1,2,1,1,0
best,-1.1098969445760558,1.1098969445760558,-1.1173485763366289,1.1173485763366289,2,0,2,1,0
