Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-1.1132164431057487,1.1132164431057487,-1.117349034278326,1.117349034278326,2,0,2,0,0
best,-1.116056557173492,1.116056557173492,-1.117344266093849,1.117344266093849,2,0,2,0,0
