Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.84982657100363,74.84982657100363,-74.9373321317914,74.9373321317914,8,0,4,2,2
best,-74.89915173238879,74.89915173238879,-74.97559087738892,74.97559087738892,8,0,3,3,2
