Category,EnergyBefore,ValueBefore,EnergyAfter,ValueAfter,H,Cx,Rx,Ry,Rz
last,-74.79865065383012,74.79865065383012,-74.7991624971271,74.7991624971271,8,4,1,0,2
best,-74.86416907628923,74.86416907628923,-75.0793589773359,75.0793589773359,8,3,5,0,0
